訂單別,訂單號,訂單序號,品號,品名,規格,庫別,訂單數量,已交數量,單位,單價,金額,預交日,客戶品號,結案碼,生產加工包裝資訊
2201,201801022  ,0003,132000257,軸封新品,BFM1000CNR00001,A,0.0,0.0,SET,0.0,0.0,,KLFDHOF100700-A,y,
2201,201801022  ,0004,132000316,軸封新品,BFM1500CNR00001,A,2.0,2.0,SET,842.89,1685.78,20180309,KLFDHOF15070-A,Y,
2201,201801022  ,0005,132000202,軸封新品,BGS0375CNR00007,A,21.0,21.0,SET,225.39,4733.19,20180309,KLFDCF037275-A,Y,
2201,201801022  ,0006,132000250,軸封新品,BCM1500CNR00001,A,4.0,4.0,SET,354.44,1417.76,20180309,KLFDHC150-A,Y,
2201,201801022  ,0007,132000240,軸封新品,BCM1000CNR00002,A,4.0,4.0,SET,584.25,2337.0,20180309,KLFDHC100-A,Y,
2201,201801023  ,0001,132000329,軸封新品,AFS0020CNR00004,A,10.0,10.0,SET,825.6,8256.0,20180309,KLFDMOF20105-A,Y,
2201,201801024  ,0001,131000167,軸封新品,AFM0050WNR00001,A,1.0,1.0,SET,68000.0,68000.0,20180321,,Y,
2201,201802001  ,0001,131000150,軸封新品,AXX0076WMR00001,A,1.0,1.0,SET,127000.0,127000.0,20180430,,Y,
2201,201802002  ,0004,132000248,軸封新品,BGS0250CNR00006,A,4.0,4.0,SET,269.19,1076.76,20180315,KLFDCF025275-A,Y,
2201,201802003  ,0001,132000244,軸封新品,BCM2000CNR00002,A,20.0,20.0,SET,680.96,13619.2,20180330,KLFDHC200,Y,
2201,201802003  ,0002,132000080,軸封新品,BBS0250CNR00003,A,21.0,21.0,SET,252.23,5296.83,20180330,KLFDBP02510,Y,
2201,201802004  ,0001,131000133,軸封新品,BXS0625ANH00003,A,1.0,1.0,SET,49000.0,49000.0,20180308,,Y,
2201,201802004  ,0002,131000134,軸封新品,BXS0625ANH00004,A,1.0,1.0,SET,49000.0,49000.0,20180308,,Y,
2201,201802005  ,0001,131000133,軸封新品,BXS0625ANH00003,A,1.0,1.0,SET,49000.0,49000.0,20180320,,Y,
2201,201802005  ,0002,131000134,軸封新品,BXS0625ANH00004,A,1.0,1.0,SET,49000.0,49000.0,20180320,,Y,
2201,201802006  ,0001,131000151,軸封新品,AFS0012WMN00003/102-001442-02A,A,1.0,1.0,SET,38000.0,38000.0,20180329,,Y,
2201,201802007  ,0001,132000205,軸封,BGS0250CNR00003,A,29.0,29.0,SET,234.08,6788.32,20180330,KLFDCF025133-A,Y,
2201,201802007  ,0002,132000240,軸封新品,BCM1000CNR00002,A,6.0,6.0,SET,584.25,3505.5,20180330,KLFDHC100-A,Y,
2201,201802008  ,0002,132000240,軸封新品,BCM1000CNR00002,A,6.0,6.0,SET,584.25,3505.5,20180330,KLFDHC100-A,Y,
2201,201802009  ,0001,132000314,軸封新品,ASS0006CNR00001,A,5.0,5.0,SET,350.0,1750.0,20180320,KLFDMTM06M12-A,Y,
2201,201802009  ,0002,131000129,軸封新品,BNS0500WNR00001,A,3.0,3.0,SET,438.3,1314.9,20180320,KLFDTM050114W-A,Y,
2201,201802010  ,0001,132000082,軸封新品,AFM0075CNR10,A,2.0,2.0,SET,72000.0,144000.0,20180420,,Y,
2201,201802011  ,0001,132000326,軸封新品,BCM0500CNR00002,A,1.0,1.0,SET,450.0,450.0,20180329,KLFDHC050-A,Y,
2201,201803001  ,0001,214000002,軸封組,軸封+零件/102106580_000_07,A,1.0,1.0,SET,1416.1,1416.1,20180425,102106580,Y,
2201,201803002  ,0001,132000049,軸封新品,BXX4167CNR00001,A,3.0,3.0,SET,270000.0,810000.0,20180516,,Y,
2201,201803003  ,0001,132000166,軸封新品,AXH0025CNN00001,A,1.0,1.0,SET,26950.0,26950.0,20180420,,Y,
2201,201803003  ,0004,132000323,軸封新品,DXH0025CNN00001,A,1.0,1.0,SET,31200.0,31200.0,20180420,,Y,
2201,201803004  ,0001,132000080,軸封新品,BBS0250CNR00003,A,2.0,0.0,SET,126.11,252.22,20180427,KLFDBP02510-A,N,
2201,201803004  ,0002,132000240,軸封新品,BCM1000CNR00002,A,2.0,0.0,SET,292.12,584.24,20180427,KLFDHC100-A,N,
2201,201803004  ,0003,132000265,軸封新品,AKS0012CMR00001,A,2.0,0.0,SET,154.37,308.74,20180427,KLFDQF-SPL001-A,N,
2201,201803004  ,0004,131000130,軸封新品,BGS0375WNR00001,A,2.0,0.0,SET,182.7,365.4,20180427,KLFDCF037275W-A,N,
2201,201803004  ,0005,132000260,軸封新品,BFM0750CNR00001,A,1.0,0.0,SET,271.65,271.65,20180427,KLFDOF07560-A,N,
2201,201803004  ,0006,132000329,軸封新品,AFS0020CNR00004,A,1.0,0.0,SET,412.8,412.8,20180427,KLFDMOF20105-A,N,
2201,201803005  ,0001,132000305,軸封新品,AFS0015CNF00004,A,40.0,40.0,SET,300.0,12000.0,20180424,,Y,
2201,201803006  ,0001,132000312,軸封新品,AXH0070CNR00002,A,1.0,1.0,SET,298500.0,298500.0,20180606,,Y,
2201,201803007  ,0001,114000006,軸封+迴轉接頭,131000068+410180001,A,1.0,1.0,SET,73500.0,73500.0,20180502,ZHE276A0331510,Y,
2201,201803008  ,0001,132000295,軸封新品,AKS0006CNR00001,A,2.0,2.0,SET,16500.0,33000.0,20180424,,Y,
2201,201803009  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,8000.0,8000.0,20180410,262101117,Y,
2201,201803010  ,0001,131000133,軸封新品,BXS0625ANH00003,A,1.0,0.0,SET,0.0,0.0,20180320,,N,
2201,201803010  ,0002,131000049,軸封新品,XXS0625ANH00002,A,1.0,0.0,SET,0.0,0.0,20180320,,N,
2201,201803011  ,0001,132000329,軸封新品,AFS0020CNR00004,A,7.0,7.0,SET,825.6,5779.2,20180515,KLFDMOF20105-A,Y,
2201,201803012  ,0001,131000011,軸封新品,XXS0020WMR00001,A,1.0,1.0,SET,50000.0,50000.0,20180629,XXS0020WMR00001,Y,
2201,201803013  ,0001,132000329,軸封新品,AFS0020CNR00004,A,2.0,2.0,SET,825.6,1651.2,20180429,KLFDMOF20105-A,Y,
2201,201803013  ,0002,132000269,軸封新品,AFS0030CNR00003,A,2.0,2.0,SET,900.0,1800.0,20180429,KLFD-SPL007-A,Y,
2201,201803013  ,0003,132000240,軸封新品,BCM1000CNR00002,A,10.0,10.0,SET,584.25,5842.5,20180429,KLFDHC100-A,Y,
2201,201803014  ,0001,131000151,軸封新品,AFS0012WMN00003/102-001442-02A,A,2.0,2.0,SET,38000.0,76000.0,20180504,,Y,
2201,201803014  ,0002,132000084,軸封新品,AFS0012CNR00004/102-000532_01B,A,2.0,2.0,SET,40000.0,80000.0,20180504,,Y,
2201,201803014  ,0003,131000056,軸封新品,AFM0040WNR00001,A,2.0,2.0,SET,60000.0,120000.0,20180504,324-000005,Y,
2201,201803015  ,0001,132000102,軸封新品,BXX1000CMN00001,A,2.0,2.0,SET,79500.0,159000.0,20180430,52-131938,Y,
2201,201803016  ,0001,132000080,軸封新品,BBS0250CNR00003,A,35.0,35.0,SET,252.23,8828.05,20180504,KLFDBP02510-A,Y,
2201,201804001  ,0001,131000011,軸封新品,XXS0020WMR00001,A,2.0,2.0,SET,50000.0,100000.0,20180503,XXS0020WMR00001,Y,
2201,201804001  ,0002,131000011,軸封新品,XXS0020WMR00001,A,2.0,2.0,SET,50000.0,100000.0,20180705,XXS0020WMR00001,Y,
2201,201804002  ,0001,132000158,軸封新品,AXS0016CNR00002,A,2.0,2.0,SET,48000.0,96000.0,20180509,,Y,
2201,201804003  ,0001,132000049,軸封新品,BXX4167CNR00001,A,2.0,2.0,SET,270000.0,540000.0,20180615,,Y,
2201,201804004  ,0001,132000205,軸封,BGS0250CNR00003,A,30.0,30.0,SET,234.08,7022.4,20180528,KLFDCF025133-A,Y,
2201,201804005  ,0001,99999,磁性奈米超微粒鐵磁粉末,,D,40.0,40.0,PCS,2300.0,92000.0,20180430,,Y,
2201,201804006  ,0001,132000329,軸封新品,AFS0020CNR00004,A,3.0,3.0,SET,825.6,2476.8,20180506,KLFDMOF20105-A,Y,
2201,201804007  ,0003,132000240,軸封新品,BCM1000CNR00002,A,10.0,10.0,SET,584.25,5842.5,20180528,KLFDHC100-A,Y,
2201,201804008  ,0001,132000220,軸封新品,AFS0010CNR10,A,14.0,14.0,SET,6000.0,84000.0,20180511,,Y,
2201,201804009  ,0001,214000002,軸封組,軸封+零件/102106580_000_07,A,1.0,1.0,SET,1416.1,1416.1,20180605,102106580,Y,
2201,201804009  ,0002,114000046,模組-正時皮帶 W.Flender,(PU)990-T10-16 FLEX/102143541,A,1.0,1.0,SET,23.0,23.0,20180504,,Y,
2201,201804010  ,0001,132000271,軸封新品,AFM0050CNR10,A,1.0,1.0,SET,53800.0,53800.0,20180524,,Y,
2201,201804010  ,0002,132000271,軸封新品,AFM0050CNR10,A,1.0,1.0,SET,53800.0,53800.0,20180731,,Y,
2201,201804011  ,0001,132000249,軸封新品,BNS0750CNR00001,A,5.0,5.0,SET,399.71,1998.55,20180531,,Y,
2201,201804011  ,0005,131000159,軸封新品,BNS0750WNR00002,A,5.0,0.0,SET,0.0,0.0,20180531,KLFDTM075114-AWOL,y,
2201,201804011  ,0006,132000244,軸封新品,BCM2000CNR00002,A,20.0,20.0,SET,680.96,13619.2,20180531,KLFDHC200,Y,
2201,201804012  ,0001,114000012,皮帶輪 /102274729_000_00,(AL2024/SUS304) 60-5M-2X9(3402),A,1.0,1.0,PCS,215.0,215.0,20180620,,Y,
2201,201804012  ,0002,131000084,軸封新品,AXS0040WNR00001(102308070_000_00),A,2.0,2.0,SET,3015.0,6030.0,20180620,102308070_000_00,Y,
2201,201804012  ,0003,114000087,齒型皮帶 Optibelt,OMEGA 800 5M HP 15/102310165,A,6.0,6.0,SET,25.0,150.0,20180605,,Y,
2201,201804012  ,0004,114000088,齒型皮帶 Optibelt,OMEGA 1870 5M HP 15/102310166,A,6.0,6.0,SET,35.0,210.0,20180618,,Y,
2201,201804012  ,0005,114000073,ORING,(FPM70)2425*8/102311749,A,1.0,1.0,SET,265.0,265.0,20180605,,Y,
2201,201804012  ,0006,114000049,伺服馬達組,Sevo Motor/102316968,A,2.0,2.0,SET,3455.0,6910.0,20180705,102316968,Y,
2201,201804012  ,0007,114000048,正時皮帶,(PU)Timing Belt OMEGA 740 5M HP 15/102317452,A,7.0,7.0,SET,23.0,161.0,20180622,,Y,
2201,201804012  ,0008,114000047,正時皮帶,(PU)Timing Belt OMEGA 1500 5M HP 15/102317453,A,6.0,6.0,SET,33.0,198.0,20180622,,Y,
2201,201804013  ,0001,131000112,軸封新品,AXS0040WNR00003(102316976_000_00),A,2.0,2.0,SET,2778.3,5556.6,20180621,102316976_000_00,Y,
2201,201804013  ,0002,211000080,張力輪組,張力輪組(短)/102317407,A,2.0,2.0,SET,499.8,999.6,20180621,,Y,
2201,201804013  ,0003,211000079,張力輪組,張力輪組(長)/102317438,A,2.0,2.0,SET,725.2,1450.4,20180621,,Y,
2201,201804014  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,8000.0,8000.0,20180425,262101117,Y,
2201,201804015  ,0001,132000348,軸封新品,,A,1.0,1.0,PCS,1170.0,1170.0,20180608,KLFD-A-SPL001,Y,
2201,201804016  ,0001,132000201,軸封新品,BBS0375CNR00007,A,3.0,3.0,SET,323.1,969.3,20180615,KLFDBP03710-A,Y,
2201,201805001  ,0001,132000342,軸封新品,AXS0020CMR00001,A,1.0,1.0,PCS,28000.0,28000.0,20180610,,Y,
2201,201805001  ,0002,132000343,軸封新品,AFS0020CMR00001,A,1.0,1.0,PCS,28000.0,28000.0,20180610,,Y,
2201,201805001  ,0003,132000344,軸封新品,ANS0020CNR00002,A,1.0,1.0,PCS,29500.0,29500.0,20180610,,Y,
2201,201805002  ,0001,132000049,軸封新品,BXX4167CNR00001,A,1.0,1.0,SET,270000.0,270000.0,20190626,,Y,
2201,201805003  ,0001,131000165,軸封新品,BFM0500WNR00001,A,1.0,1.0,SET,476.1,476.1,20180610,KLFDHOF05060W-A,Y,
2201,201805004  ,0003,132000244,軸封新品,BCM2000CNR00002,A,20.0,20.0,SET,680.96,13619.2,20180615,KLFDHC200,Y,
2201,201805005  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,11500.0,11500.0,20180509,,Y,
2201,201805006  ,0001,132000290,軸封新品,BCH1500CNN00001,A,2.0,2.0,SET,35500.0,71000.0,20180625,,Y,
2201,201805007  ,0001,132000110,軸封新品,XBS0010CNR00003,A,1.0,1.0,SET,32000.0,32000.0,20180614,6A018U20A,Y,
2201,201805008  ,0001,132000290,軸封新品,BCH1500CNN00001,A,2.0,2.0,SET,35500.0,71000.0,20180628,,Y,
2201,201805009  ,0001,132000054,軸封新品,BBS0375CNR00001,A,2.0,2.0,SET,550.0,1100.0,20180620,,Y,
2201,201805010  ,0002,132000249,軸封新品,BNS0750CNR00001,A,5.0,1.0,SET,399.71,1998.55,20180629,KLFDTM075114-AWOL,N,
2201,201805011  ,0001,132000339,軸封新品,BGM1500CNR00001,A,1.0,1.0,SET,1100.0,1100.0,20180629,KLPD-A-SPL001,Y,
2201,201805012  ,0001,132000007,軸封新品,AFS0020CNR00,A,2.0,2.0,SET,15500.0,31000.0,20180614,OI065-01,Y,
2201,201805013  ,0001,132000353,軸封新品,DFH0040CNR00001,A,1.0,1.0,PCS,45000.0,45000.0,20180629,,Y,
2201,201805013  ,0002,132000354,軸封新品,DFH0051CNR00001,A,2.0,0.0,PCS,56000.0,112000.0,20180629,,N,
2201,201805013  ,0003,132000355,軸封新品,DFH0026CNR00001,A,2.0,2.0,PCS,31500.0,63000.0,20180629,,Y,
2201,201805013  ,0004,114000076,迴轉伸縮模組,115*700L,A,1.0,1.0,SET,44000.0,44000.0,20180629,,Y,
2201,201805014  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,10800.0,10800.0,20180518,BBS0375CGR,Y,
2201,201805015  ,0001,132000258,軸封新品,AFS0005CNR00001,A,12.0,12.0,SET,550.0,6600.0,20180702,KLFDMOF0536-A,Y,
2201,201805016  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,9500.0,9500.0,20180628,2620019,Y,
2201,201805016  ,0002,132000360,軸封新品,ASS0006CNR10,A,3.0,3.0,PCS,15000.0,45000.0,20180628,2620025,Y,
2201,201805017  ,0001,131000053,軸封新品,AXS0020WBR00001,A,1.0,1.0,SET,60000.0,60000.0,20180712,30300446-2,Y,
2201,201805018  ,0001,132000332,軸封新品,AXC0098CNR00001,A,1.0,1.0,SET,198000.0,198000.0,20181012,,Y,
2201,201805019  ,0001,132000143,軸封新品(日揚),ANS0006CNR00001/1000FF012002,A,7.0,7.0,SET,6500.0,45500.0,20180704,,Y,
2201,201805020  ,0001,132000359,軸封新品,BGS0250CNR00012,A,5.0,5.0,PCS,9500.0,47500.0,20180704,,Y,
2201,201805021  ,0001,132000205,軸封,BGS0250CNR00003,A,50.0,50.0,SET,259.08,12954.0,20180720,KLFDCF025133-A,Y,
2201,201805021  ,0002,132000201,軸封新品,BBS0375CNR00007,A,3.0,3.0,SET,323.1,969.3,20180720,KLFDBP03710-A,Y,
2201,201806001  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,A,1.0,1.0,SET,1832.6,1832.6,20180823,102104669,Y,
2201,201806002  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,11500.0,11500.0,20180607,,Y,
2201,201806003  ,0001,132000258,軸封新品,AFS0005CNR00001,A,4.0,4.0,SET,550.0,2200.0,20180725,KLFDMOF0536-A,Y,
2201,201806004  ,0001,132000260,軸封新品,BFM0750CNR00001,A,1.0,1.0,SET,543.31,543.31,20180725,KLFDOF07560-A,Y,
2201,201806004  ,0002,132000202,軸封新品,BGS0375CNR00007,A,11.0,11.0,SET,225.39,2479.29,20180725,KLFDCF037275-A,Y,
2201,201806005  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,A,1.0,1.0,SET,1832.6,1832.6,20180829,102104669,Y,
2201,201806005  ,0002,214000002,軸封組,軸封+零件/102106580_000_07,A,1.0,1.0,SET,1416.1,1416.1,20180730,102106580,Y,
2201,201806006  ,0001,132000328,軸封新品,BNS0500CNR00003,A,4.0,4.0,SET,290.44,1161.76,20180730,KLFDTM05114-A,Y,
2201,201806007  ,0001,132000249,軸封新品,BNS0750CNR00001,A,5.0,5.0,SET,399.71,1998.55,20180730,KLFDTM075114-AWOL,Y,
2201,201806007  ,0002,132000250,軸封新品,BCM1500CNR00001,A,10.0,10.0,SET,354.44,3544.4,20180730,KLFDHC150-A,Y,
2201,201806008  ,0001,132000363,軸封新品,ACH0020CNR00002,A,1.0,1.0,PCS,480.0,480.0,20180721,KLFDMHCNC20-A,Y,
2201,201806009  ,0001,214000006,軸封組,軸封+零件/102238311_000_03,A,1.0,1.0,SET,2135.0,2135.0,20180831,,Y,
2201,201806010  ,0001,132000054,軸封新品,BBS0375CNR00001,A,2.0,2.0,SET,8000.0,16000.0,20180817,262101117,Y,
2201,201806011  ,0001,132000220,軸封新品,AFS0010CNR10,A,1.0,1.0,SET,6000.0,6000.0,20180630,4911110100,Y,
2201,201806012  ,0001,132000220,軸封新品,AFS0010CNR10,A,12.0,12.0,SET,6000.0,72000.0,20180720,4911110100,Y,
2201,201806012  ,0002,132000220,軸封新品,AFS0010CNR10,A,1.0,1.0,SET,6000.0,6000.0,20180720,4911110100,Y,
2201,201806013  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,11500.0,11500.0,20180620,,Y,
2201,201806014  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,8000.0,8000.0,20180626,262101117,Y,
2201,201806015  ,0001,131000130,軸封新品,BGS0375WNR00001,A,2.0,2.0,SET,365.4,730.8,20180731,KLFDCF037275W-A,Y,
2201,201806016  ,0001,132000365,軸封新品,BSS0250CNR00002,A,2.0,2.0,PCS,15000.0,30000.0,20180720,,Y,
2201,201806017  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,A,1.0,1.0,SET,1832.6,1832.6,20180905,102104669,Y,
2201,201806017  ,0002,214000002,軸封組,軸封+零件/102106580_000_07,A,1.0,1.0,SET,1416.1,1416.1,20180807,102106580,Y,
2201,201806018  ,0001,214000006,軸封組,軸封+零件/102238311_000_03,A,1.0,1.0,SET,2124.0,2124.0,20180907,,Y,
2201,201806019  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,9500.0,9500.0,20180801,2620019,Y,
2201,201806020  ,0001,132000194,軸封新品,AXS0005CNR00003/31676,A,1.0,1.0,SET,27000.0,27000.0,20180727,,Y,
2201,201806021  ,0003,132000251,軸封新品,BBS0250CNR00008,A,3.0,3.0,SET,257.54,772.62,20180810,KLFDBP03715-A,Y,
2201,201806022  ,0001,132000102,軸封新品,BXX1000CMN00001,A,2.0,2.0,SET,85000.0,170000.0,20180726,,Y,
2201,201806023  ,0001,132000286,軸封新品,BXS0375CNR00001,A,1.0,1.0,SET,412.0,412.0,20180805,KLFD-SPL022,Y,
2201,201806024  ,0002,131000129,軸封新品,BNS0500WNR00001,A,2.0,2.0,SET,438.3,876.6,20180815,KLFDTM050114W-A,Y,
2201,201806025  ,0001,132000240,軸封新品,BCM1000CNR00002,A,2.0,2.0,SET,624.838,1249.676,20180808,KLFDHC100-A,Y,
2201,201807001  ,0001,132000363,軸封新品,ACH0020CNR00002,A,1.0,1.0,PCS,480.0,480.0,20180817,KLFDMHC20-A,Y,
2201,201807002  ,0002,132000087,軸封新品,XXS0030CNZ00001,A,8.0,2.0,SET,42000.0,336000.0,20180820,102095279,N,
2201,201807003  ,0001,131000112,軸封新品,AXS0040WNR00003(102316976_000_00),A,1.0,1.0,SET,2778.3,2778.3,20180903,102316976_000_00,Y,
2201,201807003  ,0002,211000079,張力輪組,張力輪組(長)/102317438,A,1.0,1.0,SET,725.2,725.2,20180903,,Y,
2201,201807003  ,0003,211000080,張力輪組,張力輪組(短)/102317407,A,1.0,1.0,SET,499.8,499.8,20180903,,Y,
2201,201807004  ,0001,132000157,軸封新品,AXS0040CNR00001(102308121_000_00),A,2.0,0.0,SET,0.0,0.0,20180831,,N,
2201,201807005  ,0001,131000084,軸封新品,AXS0040WNR00001(102308070_000_00),A,1.0,1.0,SET,3015.0,3015.0,20180917,102308070_000_00,Y,
2201,201807005  ,0002,114000087,齒型皮帶 Optibelt,OMEGA 800 5M HP 15/102310165,A,1.0,1.0,SET,25.0,25.0,20180917,,Y,
2201,201807005  ,0003,114000088,齒型皮帶 Optibelt,OMEGA 1870 5M HP 15/102310166,A,1.0,1.0,SET,35.0,35.0,20180917,,Y,
2201,201807005  ,0004,114000077,ORING,(VT)2570x8(102311750),A,1.0,1.0,SET,280.0,280.0,20180917,,Y,
2201,201807005  ,0005,114000074,ORING,(FPM70)2695*8/102314633,A,1.0,1.0,SET,300.0,300.0,20180917,,Y,
2201,201807005  ,0006,114000075,RRING,2735*8/102316046,A,1.0,1.0,SET,310.0,310.0,20180917,,Y,
2201,201807005  ,0007,114000049,伺服馬達組,Sevo Motor/102316968,A,1.0,1.0,SET,3455.0,3455.0,20180920,102316968,Y,
2201,201807005  ,0008,114000047,正時皮帶,(PU)Timing Belt OMEGA 1500 5M HP 15/102317453,A,1.0,1.0,SET,33.0,33.0,20180917,,Y,
2201,201807006  ,0001,132000249,軸封新品,BNS0750CNR00001,A,10.0,10.0,SET,399.71,3997.1,20180831,KLFDTM075114-AWOL,Y,
2201,201807007  ,0001,131000048,軸封新品,XXS0625ANH00001,A,1.0,1.0,SET,49000.0,49000.0,20180814,,Y,
2201,201807007  ,0002,131000049,軸封新品,XXS0625ANH00002,A,1.0,1.0,SET,49000.0,49000.0,20180814,,Y,
2201,201807008  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,11500.0,11500.0,20180717,,Y,
2201,201807009  ,0002,131000151,軸封新品,AFS0012WMN00003/102-001442-02A,A,1.0,1.0,SET,38000.0,38000.0,20180823,102-001442-02A,Y,
2201,201807009  ,0003,132000084,軸封新品,AFS0012CNR00004/102-000532_01B,A,3.0,3.0,SET,40000.0,120000.0,20180823,102-000532_01B,Y,
2201,201807009  ,0004,131000056,軸封新品,AFM0040WNR00001,A,1.0,1.0,SET,60000.0,60000.0,20180823,324-000005,Y,
2201,201807010  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,0.0,SET,11500.0,11500.0,20180717,,N,
2201,201807011  ,0001,132000367,軸封新品,AKS0006CNR00002,A,1.0,1.0,SET,16000.0,16000.0,20180822,,Y,
2201,201807012  ,0002,132000201,軸封新品,BBS0375CNR00007,A,3.0,3.0,SET,323.1,969.3,20180910,KLFDBP03710-A,Y,
2201,201807012  ,0003,132000244,軸封新品,BCM2000CNR00002,A,20.0,20.0,SET,680.96,13619.2,20180910,KLFDHC200,Y,
2201,201807013  ,0001,132000080,軸封新品,BBS0250CNR00003,A,21.0,21.0,SET,252.23,5296.83,20180911,KLFDBP02510-A,Y,
2201,201807014  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,8000.0,8000.0,20180731,262101117,Y,
2201,201807015  ,0001,132000201,軸封新品,BBS0375CNR00007,A,3.0,3.0,SET,323.1,969.3,20180914,KLFDBP03710-A,Y,
2201,201807016  ,0001,132000369,軸封新品,AFS0020CNR00005/102-007977_00A,A,1.0,1.0,SET,18000.0,18000.0,20180831,,Y,
2201,201807016  ,0002,132000369,軸封新品,AFS0020CNR00005/102-007977_00A,A,1.0,1.0,SET,18000.0,18000.0,20180921,,Y,
2201,201807016  ,0003,132000369,軸封新品,AFS0020CNR00005/102-007977_00A,A,1.0,1.0,SET,18000.0,18000.0,20181011,,Y,
2201,201807017  ,0002,132000269,軸封新品,AFS0030CNR00003,A,1.0,1.0,SET,900.0,900.0,20180921,KLFD-SPL007-A,Y,
2201,201807017  ,0003,132000267,軸封新品,AFS0030CNR00002,A,1.0,1.0,SET,1026.0,1026.0,20180921,KLFD-SPL013-A,Y,
