order quantity,price per unit,Log (price per unit),Total_in_NTD,item_name,規格,Customer,By_way,Types,Deal
1.0,53000.0,10.87804719253426,53000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00002,UMC 8C,SEMI,國內終端,1.0
1.0,46095.5,10.738470610337332,46095.5,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,59015.0,10.985546927863169,59015.0,軸封新品,XXS0030WMR00001,AMAT,DISPLAY,國內設備商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00001,UMC 8C,SEMI,國內終端,0.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00002,UMC 8C,SEMI,國內終端,0.0
1.0,59204.2,10.988747764301499,59204.2,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,40000.0,10.596634733096073,40000.0,軸封新品,XXS0006CNR00002,力積電,SEMI,國內終端,1.0
1.0,45351.325000000004,10.722194672316027,45351.325000000004,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
2.0,79500.0,11.283512300642423,159000.0,軸封新品,BXX1000CMN00001,奈司特,SEMI,國內代理商,1.0
3.0,73500.0,11.205040685200927,220500.0,軸封+迴轉接頭,131000068+410180001,日揚,SEMI,國內代理商,1.0
1.0,310000.0,12.644327576461329,310000.0,軸封新品,XXS0105WNH00001,力積電,SEMI,國內終端,1.0
5.0,49000.0,10.799575577092764,245000.0,軸封新品,XXS0030WMR00004,AUOL8A,DISPLAY,國內終端,1.0
5.0,49000.0,10.799575577092764,245000.0,軸封新品,XXS0030WMR00004,AUOL8A,DISPLAY,國內終端,1.0
5.0,9000.0,9.104979856318357,45000.0,軸封新品,XXS0012CNR00001,崇文,SEMI,國內設備商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00002,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00001,UMC 8C,SEMI,國內終端,1.0
1.0,31000.0,10.341742483467284,31000.0,軸封新品,XFS0020WNR00002,貫旭,OTHERS,國內設備商,1.0
1.0,66000.0,11.097410021008562,66000.0,軸封新品,XXS0030WMR00006,AMAT,DISPLAY,國內設備商,1.0
1.0,66000.0,11.097410021008562,66000.0,軸封新品,XXS0030WMR00006,AMAT,DISPLAY,國內設備商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00002,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00001,UMC 8C,SEMI,國內終端,1.0
1.0,115000.0,11.652687407345388,115000.0,軸封新品,AXH0075CNR00001,INX-2,DISPLAY,國內終端,1.0
1.0,51000.0,10.839580911706463,51000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,51000.0,10.839580911706463,51000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
2.0,40000.0,10.596634733096073,221000.0,軸封新品,AFS0012CNR00004,漢民,SEMI,國內設備商,1.0
1.0,70000.0,11.156250521031495,221000.0,軸封新品,AFM0040WNR00001,漢民,SEMI,國內設備商,1.0
1.0,41000.0,10.621327345686446,221000.0,軸封新品,ANS0012WNN00001,漢民,SEMI,國內設備商,1.0
1.0,30000.0,10.308952660644293,221000.0,軸封新品,AXM0012CNR00001,漢民,SEMI,國內設備商,1.0
4.0,58315.95,10.973630919826718,357380.1,軸封新品,XXS0030WMR00004,艾美瑞,DISPLAY,國外代理商,1.0
2.0,62058.149999999994,11.035827127696624,357380.1,軸封新品,XXS0030WNR00011,艾美瑞,DISPLAY,國外代理商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00002,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00001,UMC 8C,SEMI,國內終端,1.0
0.0,45062.325,10.715801810524619,0.0,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,
1.0,73500.0,11.205040685200927,73500.0,軸封+迴轉接頭,131000068+410180001,日揚,SEMI,國內代理商,1.0
5.0,1708845.0,14.351328261670934,8544225.0,軸封新品,XXS0030WMR00001,AMAT,DISPLAY,國內設備商,0.0
1.0,66000.0,11.097410021008562,66000.0,軸封新品,XXS0030WMR00006,AMAT,DISPLAY,國內設備商,1.0
2.0,10000.0,9.210340371976184,20000.0,軸封新品,BBS0375CNR00001,竑新,OTHERS,國內代理商,1.0
2.0,10000.0,9.210340371976184,20000.0,軸封新品,AFS0020CNR00003,日揚,SEMI,國內代理商,1.0
1.0,40000.0,10.596634733096073,40000.0,軸封新品,AXS0006CNR00001,WaferTech,SEMI,國外終端,1.0
1.0,8600.0,9.0595174822416,8600.0,軸封新品,AGS0008CNR00002,日揚,SEMI,國內代理商,1.0
2.0,10500.0,9.259130536145614,21000.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
1.0,93000.0,11.440354772135393,93000.0,軸封新品,BFM1500WNR00001,南茂,SEMI,國內終端,1.0
3.0,12825.0,9.45915167003897,81225.0,軸封新品,BBS0375CNR00001,璟茂,OTHERS,國內設備商,1.0
3.0,14250.0,9.564512185696797,81225.0,軸封新品,BBS0250CNR00005,璟茂,OTHERS,國內設備商,1.0
5.0,8000.0,8.987196820661973,40000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625AMN00002,UMC 8C,SEMI,國內終端,1.0
1.0,9700.0,9.179881164491475,9700.0,軸封新品,BBS0375CNR00001,光頡科技,LED,國內終端,1.0
1.0,88000.0,11.385092093460344,88000.0,軸封新品,BXX1000CMN00001,亞太竑,INDUSTRIAL,國內代理商,1.0
2.0,17800.0,9.786953736280177,35600.0,軸封新品,AFM0020CNR00,永喬,DISPLAY,國內代理商,1.0
2.0,44592.7,10.705325447481547,208305.0,軸封組,軸封+零件/102106580_000_07,艾美瑞,DISPLAY,國外代理商,1.0
1.0,57708.2,10.963154556783648,208305.0,軸封組,軸封+零件/102104669_000_09,艾美瑞,DISPLAY,國外代理商,1.0
1.0,61411.4,11.025350764653552,208305.0,軸封組,軸封+零件/102110339_000_00,艾美瑞,DISPLAY,國外代理商,1.0
1.0,10000.0,9.210340371976184,10000.0,軸封新品,AFM0020CNR01,旭騰,OTHERS,國內代理商,1.0
1.0,73500.0,11.205040685200927,73500.0,軸封+迴轉接頭,131000068+410180001,日揚,SEMI,國內代理商,1.0
1.0,32500.0,10.388995368317829,32500.0,軸封新品,AGS0006CMU00001,向新,OTHERS,國內設備商,1.0
1.0,25200.0,10.134599273499514,25200.0,軸封新品,AFS0012WNN00001,漢民,SEMI,國內設備商,1.0
2.0,69454.0,11.148419941916307,306386.85,軸封組,軸封+零件/102238311_000_03,AMAT,DISPLAY,國內設備商,1.0
1.0,45618.65,10.728071903116433,306386.85,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
1.0,59035.9,10.985901012418532,306386.85,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
1.0,62824.3,11.048097220288438,306386.85,軸封組,軸封+零件/102110339_000_00,AMAT,DISPLAY,國內設備商,1.0
1.0,9250.0,9.132378830506472,37000.0,軸封新品,AXS0006CNR00001,TSMC-8,SEMI,國內終端,1.0
1.0,9250.0,9.132378830506472,37000.0,132000135 軸封新品,AXS0006CNR00001,TSMC-8,SEMI,國內終端,0.0
1.0,9250.0,9.132378830506472,37000.0,132000135 軸封新品,AXS0006CNR00001,TSMC-8,SEMI,國內終端,0.0
1.0,9250.0,9.132378830506472,37000.0,132000135 軸封新品,AXS0006CNR00001,TSMC-8,SEMI,國內終端,0.0
1.0,16850.0,9.732105935780508,66750.0,吸塵馬達,CVS-16,應用奈米,OTHERS,國內終端,0.0
1.0,35000.0,10.46310334047155,35000.0,軸封新品,AFS0012WMN00001,漢民,SEMI,國內設備商,1.0
1.0,68000.0,11.127262984158243,68000.0,軸封新品,AFM0040WNR00001,漢民,SEMI,國內設備商,1.0
4.0,24900.0,10.1226230824528,99600.0,軸封新品,AFS0012WNN00001,漢民,SEMI,國內設備商,
2.0,13650.0,9.521494800613105,27300.0,軸封新品,AFS0020CNR00,海拓,OTHERS,國外設備商,1.0
2.0,52000.0,10.858998997563564,104000.0,AL2290 Feedthrough,XXS0030WNR00011,INX-4,DISPLAY,國內終端,1.0
2.0,52000.0,10.858998997563564,104000.0,AL2290 Feedthrough,XXS0030WNR00011,INX-4,DISPLAY,國內終端,1.0
1.0,23000.0,10.043249494911286,23000.0,軸封新品,AFM0020CNR00,ULVAC,DISPLAY,國內設備商,1.0
1.0,23000.0,10.043249494911286,23000.0,軸封新品,AFM0020CNR00,ULVAC,DISPLAY,國內設備商,1.0
1.0,48000.0,10.778956289890028,48000.0,軸封新品,AXS0016CNR00002,漢民,SEMI,國內設備商,1.0
2.0,15500.0,9.648595302907339,31000.0,軸封新品,AFS0020CNR00,巨孚,INDUSTRIAL,國內設備商,1.0
1.0,73500.0,11.205040685200927,73500.0,軸封+迴轉接頭,131000068+410180001,日揚,SEMI,國內代理商,1.0
2.0,60185.950000000004,11.005194215353212,120371.90000000001,軸封組,軸封+零件/102104669_000_09,艾美瑞,DISPLAY,國外代理商,1.0
1.0,46659.049999999996,10.750622185316717,46659.049999999996,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,77000.0,11.251560700835821,77000.0,軸封新品,XNS0020CNX00001,新唐,SEMI,國內終端,0.0
1.0,13000.0,9.472704636443673,13000.0,軸封新品,ACH0012CNR00,亮傑,SEMI,國內設備商,1.0
2.0,17800.0,9.786953736280177,35600.0,軸封新品(永喬),AFM0020CNR03,永喬,DISPLAY,國內代理商,1.0
4.0,47302.075,10.764309442439588,189208.3,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,66000.0,11.097410021008562,66000.0,軸封組,軸封+零件/102238311_000_03,AGS-台灣,DISPLAY,國內設備商,1.0
1.0,10000.0,9.210340371976184,10000.0,軸封新品(日揚),AFS0020CNR10/1000FF011004,日揚,SEMI,國內代理商,1.0
1.0,35000.0,10.46310334047155,35000.0,軸封新品,AXM0010WNH00001,承鋐儀器,OTHERS,國內設備商,1.0
1.0,24500.0,10.106428396532818,24500.0,新品軸封,AXS0005CNR00002,力積電,SEMI,國內終端,1.0
1.0,32000.0,10.373491181781864,32000.0,軸封新品,XBS0010CNR00003,聚昌,LED,國內設備商,1.0
1.0,77000.0,11.251560700835821,77000.0,軸封新品,XNS0020CNX00001,新唐,SEMI,國內終端,1.0
2.0,17800.0,9.786953736280177,35600.0,軸封新品(永喬),AFM0020CNR03,永喬,DISPLAY,國內代理商,1.0
5.0,8000.0,8.987196820661973,40000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,62635.649999999994,11.045089883808863,125271.29999999999,軸封組,軸封+零件/102104669_000_09,艾美瑞,DISPLAY,國外代理商,1.0
2.0,270000.0,12.506177237980511,540000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,23700.0,10.073230327123223,23700.0,軸封新品,AFS0010CNR00004,鈦昇,OTHERS,國內設備商,0.0
1.0,77000.0,11.251560700835821,77000.0,軸封新品,XNS0020CNX00001,新唐,SEMI,國內終端,1.0
1.0,79200.0,11.279731577802517,79200.0,軸封新品,DXS0030WMR00001,AUOL6A,DISPLAY,國內終端,1.0
1.0,62635.649999999994,11.045089883808863,241498.94999999998,軸封組,軸封+零件/102104669_000_09,艾美瑞,DISPLAY,國外代理商,1.0
2.0,48400.274999999994,10.787260774506763,241498.94999999998,軸封組,軸封+零件/102106580_000_07,艾美瑞,DISPLAY,國外代理商,1.0
1.0,82062.75,11.315239477499004,241498.94999999998,軸封組,軸封+零件/102238311_000_03,艾美瑞,DISPLAY,國外代理商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
2.0,82062.75,11.315239477499004,164125.5,軸封組,軸封+零件/102238311_000_03,艾美瑞,DISPLAY,國外代理商,1.0
1.0,25200.0,10.134599273499514,25200.0,軸封新品,AFS0012WNN00001,漢民,SEMI,國內設備商,1.0
2.0,50000.0,10.819778284410283,100000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
1.0,35000.0,10.46310334047155,35000.0,軸封新品,AFS0012WMN00001,漢民,SEMI,國內設備商,1.0
1.0,68000.0,11.127262984158243,68000.0,軸封新品,AFM0040WNR00001,漢民,SEMI,國內設備商,1.0
1.0,15500.0,9.648595302907339,15500.0,軸封新品,AFS0020CNR00,巨孚,INDUSTRIAL,國內設備商,1.0
2.0,25500.0,10.146433731146518,51000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,47323.75,10.764767562627794,47323.75,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,73500.0,11.205040685200927,147000.0,軸封+迴轉接頭,131000068+410180001,日揚,SEMI,國內代理商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,聯穎光電,LED,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,聯穎光電,LED,國內終端,1.0
2.0,16250.0,9.695848187757884,32500.0,軸封新品,AGS0006CNR00002,日揚,SEMI,國內代理商,1.0
10.0,8000.0,8.987196820661973,80000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,35000.0,10.46310334047155,65000.0,軸封新品,AFS0012WMN00001,漢民,SEMI,國內設備商,1.0
1.0,30000.0,10.308952660644293,65000.0,軸封新品,AXM0012CNR00001,漢民,SEMI,國內設備商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
1.0,48000.0,10.778956289890028,48000.0,軸封新品,AXS0016CNR00002,漢民,SEMI,國內設備商,1.0
3.0,270000.0,12.506177237980511,810000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
1.0,13000.0,9.472704636443673,13000.0,軸封新品,BBS0375CNR00001,倍能真空,OTHERS,國內設備商,1.0
2.0,50000.0,10.819778284410283,100000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
3.0,270000.0,12.506177237980511,810000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,60447.75000000001,11.009534634506554,60447.75000000001,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,60887.200000000004,11.016778250982972,60887.200000000004,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
4.0,15628.800000000001,9.656870645036276,66292.16,軸封新品,AFS0020CNR00,CEAC,INDUSTRIAL,國外代理商,1.0
4.0,27000.0,10.203592144986466,108000.0,軸封新品,DXS0018CNR00001,AUOL7A,DISPLAY,國內終端,1.0
3.0,270000.0,12.506177237980511,810000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,310000.0,12.644327576461329,310000.0,軸封新品,XXS0105WNH00001/52-121187,力積電,SEMI,國內終端,1.0
1.0,21000.0,9.95227771670556,21000.0,軸封新品,AXS0005CNR00003/31676,漢磊-3,SEMI,國內終端,1.0
1.0,60531.899999999994,11.010925777786785,60531.899999999994,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,50000.0,10.819778284410283,150000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
2.0,50000.0,10.819778284410283,150000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封新品,AFC0042CNR00001,亮傑,SEMI,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
4.0,270000.0,12.506177237980511,1080000.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,56950.875,10.949944333111995,377159.175,軸封新品,XXS0030CNR00002,艾美瑞,DISPLAY,國外代理商,1.0
1.0,85827.375,11.360093290532586,377159.175,軸封新品,XXS0030CMR00009,艾美瑞,DISPLAY,國外代理商,1.0
1.0,73153.8,11.200319353150965,377159.175,軸封新品,XXS0030WMR00010,艾美瑞,DISPLAY,國外代理商,1.0
1.0,161227.125,11.990569364129755,377159.175,軸封新品,XXS0030WMR00011,艾美瑞,DISPLAY,國外代理商,1.0
2.0,79500.0,11.283512300642423,159000.0,軸封新品,BXX1000CMN00001,奈司特,SEMI,國內代理商,1.0
1.0,41000.0,10.621327345686446,41000.0,軸封新品,AXH0040CNN00001,準鑫,OTHERS,國內設備商,1.0
1.0,58502.95,10.97683245929896,58502.95,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
2.0,58502.95,10.97683245929896,117005.9,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,85000.0,11.350406535472453,85000.0,軸封新品,BXX1000CMN00001,亞太竑,INDUSTRIAL,國內代理商,1.0
2.0,49500.0,10.809727948556782,198000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
2.0,49500.0,10.809727948556782,198000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
1.0,15500.0,9.648595302907339,15500.0,軸封新品,AFS0020CNR00,巨孚,INDUSTRIAL,國內設備商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,10800.0,9.287301413112312,10800.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,33000.0,10.404262840448617,33000.0,軸封新品,AFS0015CNR00001,兆遠科技,LED,國內終端,1.0
4.0,85000.0,11.350406535472453,680000.0,軸封新品,DXS0030CMN00002,亞智,DISPLAY,國外設備商,1.0
4.0,85000.0,11.350406535472453,680000.0,軸封新品,DXS0030CMN00003,亞智,DISPLAY,國外設備商,1.0
4.0,15500.0,9.648595302907339,62000.0,軸封新品,AFS0020CNR00,巨孚,INDUSTRIAL,國內設備商,1.0
1.0,58474.9,10.976352881318382,58474.9,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
1.0,18762.0,9.839588826685896,18762.0,軸封新品,BCM1000CNR00001,KJLC,OTHERS,國外代理商,0.0
1.0,20000.0,9.903487552536127,20000.0,軸封新品,AFS0020CNR00,亮傑,SEMI,國內設備商,1.0
1.0,300000.0,12.611537753638338,300000.0,軸封新品,XXS0105WNH00001/52-121187,新唐,SEMI,國內終端,1.0
2.0,10800.0,9.287301413112312,21600.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,49500.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,45235.725,10.719642429743807,45235.725,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,10894.14,9.295980308971748,21788.28,軸封新品,BXS0375CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,10894.14,9.295980308971748,21788.28,軸封新品,BXS0375CNR00001,KJLC,OTHERS,國外代理商,1.0
4.0,45589.75,10.727438189533755,283950.0,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
1.0,101591.0,11.528710227525677,283950.0,馬達組,102143107_000_11,AMAT,DISPLAY,國內設備商,1.0
2.0,50000.0,10.819778284410283,100000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
3.0,66000.0,11.097410021008562,198000.0,軸封組,軸封+零件/102238311_000_03,AGS-台灣,DISPLAY,國內設備商,1.0
2.0,33000.0,10.404262840448617,138000.0,軸封新品,AFM0038CNR00001,中研院,OTHERS,國內終端,1.0
2.0,36000.0,10.491274217438248,138000.0,軸封新品,AFM0038CNR00002,中研院,OTHERS,國內終端,1.0
1.0,44000.0,10.691944912900398,88000.0,軸封新品,BXS0625AMH00005/E19284870,UMC 8S,SEMI,國內終端,1.0
1.0,44000.0,10.691944912900398,88000.0,軸封新品,BXS0625AMH00006/E19284880,UMC 8S,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
6.0,270000.0,12.506177237980511,1587600.0,軸封新品,BXX4167CNR00001,漢辰,SEMI,國內設備商,1.0
1.0,45589.75,10.727438189533755,47041.05,軸封組/102106580_000_07,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
2.0,725.65,6.587067804916372,47041.05,正時皮帶 W.Flender,(PU)990-T10-16 FLEX/102143541,AMAT,DISPLAY,國內設備商,1.0
2.0,58998.5,10.985267298835854,117997.0,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,1.0
2.0,18930.0,9.848503244203368,37860.0,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,15000.0,9.615805480084347,30000.0,軸封新品,AFS0010CNR10,鋒鑫,OTHERS,國內設備商,1.0
1.0,99000.0,11.502875129116727,99000.0,軸封新品,XXS0035WNR00001,漢磊-3,SEMI,國內終端,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8S,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8S,SEMI,國內終端,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,24500.0,10.106428396532818,24500.0,新品軸封,AXS0005CNR00002,力積電,SEMI,國內終端,1.0
4.0,89000.0,11.396391648714276,712000.0,軸封新品,DXS0030CMN00002,亞智,DISPLAY,國外設備商,1.0
4.0,89000.0,11.396391648714276,712000.0,軸封新品,DXS0030CMN00003,亞智,DISPLAY,國外設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,46037.7,10.737215905028435,46037.7,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
1.0,73500.0,11.205040685200927,73500.0,軸封+迴轉接頭,131000068+410180001,日揚,SEMI,國內代理商,0.0
16.0,10000.0,9.210340371976184,223000.0,軸封新品,AFS0015CNN00001,聚訊實業,PV,國外代理商,1.0
6.0,10500.0,9.259130536145614,223000.0,軸封新品,AFS0015CNN00002,聚訊實業,PV,國外代理商,1.0
6.0,68400.0,11.133128103610641,410400.0,軸封新品,DXS0030WMR00001,AUOL6A,DISPLAY,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
1.0,73500.0,11.205040685200927,73500.0,軸封+迴轉接頭,131000068+410180001,日揚,SEMI,國內代理商,1.0
16.0,10000.0,9.210340371976184,223000.0,軸封新品,AFS0015CNN00001,聚訊實業,PV,國外代理商,0.0
6.0,10500.0,9.259130536145614,223000.0,軸封新品,AFS0015CNN00002,聚訊實業,PV,國外代理商,0.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,60027.0,11.002549739984602,107888.1,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
1.0,46384.5,10.744720630682503,107888.1,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
2.0,738.3000000000001,6.60435024606512,107888.1,正時皮帶 W.Flender,(PU)990-T10-16 FLEX/102143541,AMAT,DISPLAY,國內設備商,1.0
10.0,22951.5,10.041138572829977,229515.0,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
3.0,8000.0,8.987196820661973,24000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,79500.0,11.283512300642423,159000.0,軸封新品,BXX1000CMN00001,奈司特,SEMI,國內代理商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,33000.0,10.404262840448617,33000.0,軸封新品,AFS0015CNR00001,兆遠科技,LED,國內終端,1.0
1.0,225000.0,12.323855681186558,225000.0,軸封新品,BXS3156ABX00002/52-117600D,新唐,SEMI,國內終端,1.0
1.0,58989.15,10.985108807671406,58989.15,軸封組/102104669_000_09,軸封+零件,AMAT,DISPLAY,國內設備商,
1.0,43200.0,10.673595774232203,43200.0,軸封新品,AFM0040WNR00002,上銀,PV,國內設備商,1.0
2.0,30000.0,10.308952660644293,60000.0,軸封新品,XXS0004CNR00001,漢磊-3,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00001,UMC 8C,SEMI,國內終端,1.0
1.0,49500.0,10.809727948556782,99000.0,軸封新品,XXS0625ANH00002,UMC 8C,SEMI,國內終端,1.0
1.0,37600.0,10.534759329377986,50000.0,軸封新品,XXS0030WMR00002,AUOL6A,DISPLAY,國內終端,1.0
1.0,53800.0,10.893028746149875,53800.0,軸封新品,AFM0050CNR10,工研院南院,OTHERS,國內終端,1.0
1.0,44780.549999999996,10.709529172346189,44780.549999999996,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
